co_seq_unidade_saude,co_seq_distrito,co_seq_tp_logradouro,co_seq_municipio,no_unidade_saude,co_ref_unidade,nu_cnes,no_logradouro,nu_logradouro,cmp_nr_logradouro,no_bairro,nu_cep,nu_telefone,nu_fax,ds_email,dt_hr_ultima_alteracao,aut_ultima_alteracao,dt_hr_registro,aut_registro,nu_telefone_auxiliar
1147,,5,536,U.B.S. SEDE II,01559-01,,R. CEL. CORTES MACIEL,00,,CENTRO,65170000,(00)984191343,(  ),,20220601081232,yago,20220601081232,yago,(  )
1148,,5,536,U.B.S. BOA VISTA ,01560-01,,R. PRINCIPAL ,00,,CENTRO ,65170000,(00)987029831,(  ),,20220601081507,yago,20220601081507,yago,(  )
1149,,5,536,U.B.S. BOQUEIRAO,01561-01,,R. PRINCIPAL,00,,CENTRO,65170000,(00)982025427,(  ),,20220601081707,yago,20220601081707,yago,(  )
1150,,5,536,U.B.S. SERTAOZINHO,01562-01,,R. PRINCIPAL ,00,,CENTRO ,65170000,(00)981204807,(  ),,20220601081848,yago,20220601081848,yago,(  )
1151,,5,536,U.B.S. ITATUABA,01563-01,,R. PRINCIPAL ,00,,CENTRO ,65170000,(00)991025218,(  ),,20220601082041,yago,20220601082041,yago,(  )
1152,,5,653,U.B.S. CIDADE NOVA III,01564-01,,R. P ,00,,CENTRO ,65638899,(  ),(  ),,20220601114955,yago,20220601114955,yago,(  )
1153,,5,653,U.B.S. CAIC,01565-01,,AV. PALESTINA ,00,,CENTRO,65638899,(  ),(  ),,20220601115032,yago,20220601115032,yago,(  )
1154,,5,653,U.B.S. 08/36,01566-01,,R. MANOEL GOMES DA SILVA,00,,PQ ALVORADA,65638899,(  ),(  ),,20220601115202,yago,20220601115202,yago,(  )
1155,,5,653,U.B.S. FORMOSA ,01567-01,,R. 1004,40,,FORMOSA ,65638899,(  ),(  ),,20220601115318,yago,20220601115318,yago,(  )
1156,,5,653,U.B.S. FLORES ,01568-01,,R. PEREMETRAL ,00,,CENTRO,65638899,(  ),(  ),,20220601115521,yago,20220601115521,yago,(  )
1157,,5,653,U.B.S. PARQUE UNIAO,01569-01,,R. 103,469,,PQ UNIAO ,65638899,(  ),(  ),,20220601115635,yago,20220601115635,yago,(  )
1160,,5,653,U.B.S. ANGELICA,01572-01,,R. SAO JOSE ,00,,CENTRO ,65638899,(  ),(  ),,20220601120612,yago,20220601120612,yago,(  )
1161,,5,653,U.B.S. BANDEIRANTE ,01573-01,,R. 20,1157,,VL BANDEIRANTE ,65638899,(  ),(  ),,20220601121132,yago,20220601121132,yago,(  )
1162,,5,624,U.B.S. RODOLFO AUGUSTO LIMA DOS SANTOS,01574-01,,R. DO POSTO,00,,TRIZIDELA ,65790000,(  ),(  ),,20220621112820,yago,20220621112820,yago,(  )
1139,,5,469,U.B.S. BAIRRO DA AREIA,01551-01,,R. VIRIATO CORREIA,00,,AREIA,65900000,(99)981152688,(  ),BIANCA.COSTA.15@HOTMAIL.COM,20220701085054,thalyta,20220601073244,yago,(  )
1163,,5,539,U.B.S. OSMARINA NOLETO CHAVES,01575-01,,R. COLETORA IV,00,,CONJ. VITORIA ,65919899,(99)991986309,(  ),UBSOSMARINANOLETOCHAVES@GMAIL.COM,20220721083437,yago,20220721083437,yago,(99)981811783
1164,,5,567,U.B.S. MARIA JOSE GOMES DE CARVALHO ,01576-01,,AV.CENTRAL ,00,,MURIÇOCA,65850000,(99)984770651,(  ),,20220721084045,yago,20220721084045,yago,(  )
1165,,5,529,U.B.S. ISABEL DE BRITO,01577-01,,POV. SAO JOAO DA MATA ,00,,Z. RURAL ,65795000,(  ),(  ),,20220805101147,yago,20220805101147,yago,(  )
1166,,5,529,U.B.S. PEDRO FERREIRA JOSE,015778-01,,R.SAO JOSE ,00,,CENTRO ,65795000,(  ),(  ),,20220805101244,yago,20220805101244,yago,(  )
1167,,5,529,U.B.S. PORTO ALEGRE,01579-01,,POV. PORTO ALEGRE ,00,,Z. RURAL ,65795000,(  ),(  ),,20220805101344,yago,20220805101344,yago,(  )
1168,,5,456,U.B.S. ANTONIA LOPES DE OLIVEIRA ,01580-01,,POV. BURDAO ,00,,Z. RURAL ,65413000,(  ),(  ),,20220805102126,yago,20220805102126,yago,(  )
1169,,5,456,U.B.S. RAIMUNDA BATISTA BEZERRA VIEIRA ,01581-01,,R. SAO RAIMUNDO ,00,,CENTRO ,65413000,(  ),(  ),,20220805102317,yago,20220805102317,yago,(  )
1170,,5,456,U.B.S. INACIO PEREIRA DA SILVA ,01582-01,,R.SANTA LUZIA ,,,CENTRO ,65413000,(  ),(  ),,20220805102516,yago,20220805102516,yago,(  )
1171,,5,609,U.B.S. FERNANDO ELIAS E SILVA CARVALHO ,01583-01,,POV. ANANAS,,,Z. RURAL ,65830000,(  ),(  ),,20220805102942,yago,20220805102942,yago,(  )
1172,,5,609,MARIA DA PAIXAO BRITO PEREIRA ,01584-01,,R. PEDRO LOPES GOMES,00,,VL TIAO ,65830000,(  ),(  ),,20220805103118,yago,20220805103118,yago,(  )
1173,,5,556,U.B.S. BURITIRANA,01585-01,,BR 230 ,00,,Z. RURAL ,65895000,(  ),(  ),,20220805103850,yago,20220805103850,yago,(  )
1174,,5,556,U.B.S. DANIEL VIRGINIO ROCHA ,01586-01,,DISTRITO AGRICOLA ,00,,Z. RURAL ,65895000,(  ),(  ),,20220805103943,yago,20220805103943,yago,(  )
1175,,5,556,U.B.S. SANTA FE,01587-01,,R. SANTA LUZIA ,,,SANTA FE,65895000,(  ),(  ),,20220805104101,yago,20220805104101,yago,(  )
1176,,5,556,U.B.S. MAE ALTA ,01588-01,,"R, 15 DE NOVEMBRO ",00,,CENTRO ,65895000,(  ),(  ),,20220805104148,yago,20220805104148,yago,(  )
978,,5,664,U.B.S. ANTONIO CARLOS FALCÃO,01391-01,,POV. COQUE,00,,Z. RURAL,65320000,(98)984093071,(  ),ATENCAOBASICAVM21@GMAIL.COM,20220808095331,yago,20210601092701,yago,(  )
1177,,113,635,U.B.S. QUEBRA POTE,01591-01,,PRACA DO CEMITERIO ,00,,QUEBRA POTE,65010000,(  ),(  ),,20220824082623,yago,20220824082623,yago,(  )
305,,113,635,U.B.S. JD SÃO CRISTOVAO,00738-01,2310007,HAROLDO PAIVA QD 13,869,,SÃO CRISTOVAO,65010000,(  ),(  ),,20220824085238,yago,20170908095401,Implantação,(  )
1179,,113,635,U.B.S. SAO RAIMUNDO ,01594-01,,AV. JOSE SARNEY,00,,MAURO FECURY II,65010000,(  ),(  ),,20220824085734,yago,20220824085734,yago,(  )
1180,,113,635,U.B.S. VALDECY ELIOTERIA MARTINS,01595-01,,AV. PAU BRASIL,00,,RESD. PARAISO ,65010000,(  ),(  ),,20220824085906,yago,20220824085906,yago,(  )
1185,,113,635,U.B.S. VER. BATISTA MATOS,01600-01,,R. ZOE CERVEIRA,05,,ALEMANHA,65010000,(  ),(  ),,20220824090943,yago,20220824090943,yago,(  )
1186,,113,635,U.B.S. IPASE ,01601-01,,R. MANOEL BANDEIRA ,02,,IPASE DE CIMA,65010000,(  ),(  ),,20220824091105,yago,20220824091105,yago,(  )
1187,,113,635,U.B.S. MARIA AYRECILA DA SILVA ,01602-01,,R. 16,00,QD 82,CID. OLIMPICA,65010000,(  ),(  ),,20220824091519,yago,20220824091519,yago,(  )
1159,,5,653,U.B.S. PARQUE PIAUI II,01571-01,,R. 90 ,00,,CENTRO ,65638899,(  ),(  ),,20231201091124,thalyta,20220601120237,yago,(  )
1178,,113,635,U.B.S. COHAB ANIL I,00108-01,,R. 04 ,00,04 CONJUNTO I,COHAB ANIL ,65010000,(  ),(  ),CSCOHABANIL1@GMAIL.COM,20240718085126,yago,20220824085613,yago,(  )
1184,,113,635,U.S.F. COQUEIRO ,01599-01,,R. DA VITORIA ,00,,COQUEIRO ,65010000,(  ),(  ),COQUEIROUSF@GMAIL.COM,20240729083808,yago,20220824090839,yago,(  )
1182,,5,635,C. S. OLÍMPICA III,01597-01,,R. 04,00,,QD 100,65010000,(  ),(  ),,20240801101854,thalyta,20220824090512,yago,(  )
1183,,113,635,C.S. DR. EXPEDITO ALVES DE MELO ,01598-01,,AV. BRASIL ,00,QD 12,ALEXANDRA TAVRES,65010000,(  ),(  ),,20241016075151,thalyta,20220824090714,yago,(  )
1181,,5,635,C.S. SAO CRISTOVAO ,01596-01,,R. CAMPO ESTRELA ,00,,TIRIRICAL ,65010000,(  ),(  ),,20250108095322,thalyta,20220824090311,yago,(  )
650,,113,635,C.S. FABICIANA MORAES,01058-01,,Cinco,,QD. 07,Habitar Nice Lobão,65058695,(  ),(  ),CSFABICIANADEMORAES@GMAIL.COM,20250219083855,thalyta,20190314083001,hiago,(  )
1188,,113,635,U.B.S. DA LIBERDADE ,01604-01,,R. MACHADO DE ASSIS ,00,,LIBERDADE,65010000,(  ),(  ),,20220824091836,yago,20220824091836,yago,(  )
1190,,113,635,U.B.S. ANTONIO GUANARE,01608-09,,R. DA VITORIA ,00,,COROADINHO ,65010000,(  ),(  ),,20220824104033,yago,20220824104033,yago,(  )
1192,,113,635,U.B.S. THALLES RIBEIRO GONCALVES ,01611-01,,R. N.S. DA CONCEICAO ,00,,VL ESPERANCA,65010000,(  ),(  ),,20220824104616,yago,20220824104616,yago,(  )
1193,,113,635,U.B.S. ANTONIO CARLOS SOUSA REIS ,01612-01,,R. 02 ,24,QD 64,CID. OLIMPICA,65010000,(  ),(  ),,20220824104813,yago,20220824104813,yago,(  )
1196,,113,635,U.B.S. BEZERRA DE MENEZES,01619-01,,TRAV. HEMETERIO LEITAO ,00,,Centro,65010000,(  ),(  ),,20220824105928,yago,20220824105928,yago,(  )
1197,,113,635,U.B.S. COQUILHO ,01620-01,,AV. PRINCIPAL,10-A,,COQUILHO ,65010000,(  ),(  ),,20220824110123,yago,20220824110123,yago,(  )
1198,,113,635,U.B.S. RADIONAL,01621-01,,R. G,00,,RADIONAL ,65010000,(  ),(  ),,20220824110228,yago,20220824110228,yago,(  )
1199,,113,635,U.B.S. JOAO PAULO ,01622-01,,R. AGOSTINHO TORRES,00,,JOAO PAULO ,65010000,(  ),(  ),,20220824110351,yago,20220824110351,yago,(  )
1200,,113,635,U.B.S. GENESIO RAMOS FILHO ,01623-01,,R. VIEIRA,25,,COHAB ANIL IV,65010000,(  ),(  ),,20220824110512,yago,20220824110512,yago,(  )
1201,,5,631,U.B.S. JOSELIA MACEDO RAMOS,01603-01,,POV. BACABINHA,00,,Z. RURAL,65615000,(  ),(  ),,20220830120218,yago,20220830120218,yago,(  )
1202,,5,631,U.B.S. HILZAMAR DE SOUSA OLIVEIRA,01615-01,,R. SAO JOSE ,00,,MUTIRAO,65615000,(  ),(  ),,20220830120323,yago,20220830120323,yago,(  )
1203,,5,631,U.B.S. MARIA DA INDIA,01618-01,,POV. AXIXA,00,,Z.RURAL,65615000,(  ),(  ),,20220830120424,yago,20220830120424,yago,(  )
1204,,5,631,U.B.S. JOAO ACELINO DOS SANTOS,01617-01,,POV. SAO JOAQUIM ,00,,Z. RURAL ,65615000,(  ),(  ),,20220830120521,yago,20220830120521,yago,(  )
1205,,5,631,U.B.S. MARLY SARNEY,01616-01,,POV. PEDRAS,00,,Z. RURAL ,65615000,(  ),(  ),,20220830120716,yago,20220830120716,yago,(  )
1206,,5,631,U.B.S. SANTA MARIA ,01610-01,,POV.SANTA MARIA ,00,,Z. RURAL ,65615000,(  ),(  ),,20220830120830,yago,20220830120830,yago,(  )
1207,,5,631,U.B.S. CANDEIAS,01605-01,,POV.CANDEIAS,00,,Z. RURAL ,65615000,(  ),(  ),,20220830121130,yago,20220830121130,yago,(  )
1208,,5,631,U.B.S. BOM JARDIM ,01606-01,,POV. BOM JARDIM ,00,,Z. RURAL,65615000,(  ),(  ),,20220830121231,yago,20220830121231,yago,(  )
1209,,113,635,CLINICA DA FAMILIA MORADA DO SOL- MARACANÃ,01624-01,,10- RESP. LUCIANA CARVALHO,00,MORADA DO SOL,MARACANÃ,65109899,(  ),(  ),CLINICADAFAMILIAMORADADOSOL@GMAIL.COM,20220906131126,carliane,20220906131126,carliane,(  )
1211,,9,509,HOSP MUNICIPAL MATERNIDADE DE COELHO NETO,001268-01,,GUIMARAES SILVA,,RESP AWYLANE,,65620000,(98)984320465,(  ),,20220923160845,cristiana,20220923160845,cristiana,(98)989347383
1210,,9,509,HOSP MUNIC MATERNIDADE DE COELHO NETO,01625-01,,AV GUIMARAES SILVA ,,RESP AWRYLANE,,65620000,(98)989347383,(  ),,20220929121703,carliane,20220922163003,cristiana,(98)984320465
1212,,5,453,U.B.S. SAO JOAO DE CORTES,01626-01,,POV.SAO JOAO DE CORTES,00,,Z. RURAL,65250000,(  ),(  ),,20221004074832,yago,20221004074832,yago,(  )
1213,,5,453,U.B.S. JAPEU,01627-01,,POV. JAPEU,00,,Z. RURAL,65250000,(  ),(  ),,20221004074929,yago,20221004074929,yago,(  )
1214,,5,453,U.B.S. PEPTAL,01628-01,,POV. PEPTAL ,00,,Z. RURAL,65250000,(  ),(  ),,20221006074750,yago,20221006074750,yago,(  )
1215,,5,453,U.B.S. PEROBA DE CIMA,01629-01,,POV. PEROBA DE CIMA ,00,,Z. RURAL ,65250000,(  ),(  ),,20221006074903,yago,20221006074903,yago,(  )
1216,,5,453,U.B.S. OITIUA,01630-01,,POV. OITIUA ,00 ,,Z. RURAL,65250000,(  ),(  ),,20221006075420,yago,20221006075420,yago,(  )
1217,,5,453,U.B.S. RAIMUNDO SU ,01631-01,,POV. RAIMUNDO SU ,00,,Z. RURAL ,65250000,(  ),(  ),,20221006075641,yago,20221006075641,yago,(  )
172,,113,557,U.B.S. FLORIANO C.MATOS,00321-01,2457458,RUA MARECHAL CATELO BRANCO,S/N,,CENTRO,65290000,(98)981350846,(  ),RIBEIROJOEL@HOTMAIL.COM,20221010095109,yago,20170908095401,Implantação,(  )
1218,,5,541,U.B.S. MANOEL LISBOA DE CARVALHO,01632-01,,POV. SAO FRANCISCO ,00,BR 222,Z. RURAL ,65485000,(98)999667355,(  ),AMANDAROBERTA_11@HOTMAIL.COM,20221011091020,yago,20221011091020,yago,(  )
9,,113,456,HOSP. REG. DE ALTO ALEGRE,00719-01,7073224,TEREZA MURAD,S/N,,TUCUM,65413000,(  ),(  ),,20221024084442,yago,20170908095401,Implantação,(  )
1219,,5,612,U.B.S. TRES SATUBAS,01633-01,,POV. TRES SATUBAS ,00,,Z. RURAL,65300000,(  ),(  ),,20221110143235,yago,20221110143235,yago,(  )
1220,,5,612,U.B.S. AGUA PRETA,01634-01,,R. GRANDE,00,,POV. AGUA PRETA,65300000,(  ),(  ),,20221110143402,yago,20221110143402,yago,(  )
1221,,5,612,U.B.S. JUCARAL DO CAPISTRANO,01635-01,,R. MARCONE FARIAS,00,,POV. JUCARAL DO CAPISTRANO,65300000,(  ),(  ),,20221110143652,yago,20221110143652,yago,(  )
1222,,5,612,U.B.S. SANTA FILOMENA ,01636-01,,BR 222,00,,SANTA FILOMENA ,65300000,(  ),(  ),,20221110143744,yago,20221110143744,yago,(  )
1223,,5,637,HOSP. REG. DE SAO MATEUS DO MARANHAO,01637-01,,BR 135,00,,CENTRO,65470000,(98)988190237,(  ),,20221122070818,yago,20221122070818,yago,(  )
1224,,3,612,HOSP. MACROREG. TOMAS MARTINS ,01638-01,,BR 316,00 ,KM 216,CENTRO,65300000,(98)984850895,(  ),ARISTONICO.NETO@INSTITUTOACQUA.ORG.BR,20221123141056,yago,20221123141056,yago,(98)981244436
1225,,36,635,C.P.H. NAZIRA ASSUB,00562-01,,PRINCIPAL ,00,BR 135; KM 23,ESTIVA,     ,(00)988153030,(  ),NAZIRAASSUBSLZ@GMAIL.COM,20230110073242,carliane,20230110073242,carliane,(  )
1228,,69,539,U.B.S. COQUELANDIA,01641-01,,DO ARROZ,00,,CENTRO,65919899,(99)981190919,(  ),PSIMPERATRIZ@GMAIL.COM,20230208095050,yago,20230117075709,carliane,(99)981994124
1227,,113,509,U.B.S. DR FERNANDO COUTO ,01640-01,,TONICO COUTO ,00,,CAJUEIRO ,65620000,(98)983359203,(  ),,20230208095149,yago,20230117074956,carliane,(98)970249675
1195,,113,635,C.S. VILA BACANGA - EMBRIAO,01614-01,,R. DA UNIAO ,00,,VL BACANGA ,65010000,(  ),(  ),,20241023094616,thalyta,20220824105241,yago,(  )
1226,,54,509,U.B.S. JOAO DAMASCENO ,01639-01,,POV BANANALZINHO ,00,,Z.RURAL,65620000,(99)982575168,(  ),JARDIANEOLIVEIRA56@GMAIL.COM,20230208095226,yago,20230117074744,carliane,(  )
1189,,113,635,CLÍNICA DA FAMÍLIA DO CENTRO,01607-01,,R. OSVALDO CRUZ ,921,,Centro,65010000,(98)988256459,(  ),LETICIATAVARES@GMAIL.COM,20231004090747,thalyta,20220824103719,yago,(  )
1191,,113,635,CENTRO DE SAÚDE DR JOSE CARLOS MACIEIRA,01609-01,,AV. PRESD. MEDICE ,0,,SACAVEM ,65010000,(  ),(  ),,20240605093614,thalyta,20220824104411,yago,(  )
1194,,113,635,C.S. BARRETO,01613-01,,R. SAO DOMINGOS ,37,,BARRETO ,65010000,(  ),(  ),,20250109092350,thalyta,20220824104935,yago,(  )
1246,,0,466,U.B.S. INDIGENA ALDEIA ANGICO TORTO,01659-01,,AREA INDIFGINA ALDEIA ANGICO TORTO,,,,65945000,(99)984510597,(  ),PBASEARAME@GMAIL.COM,20230208094204,yago,20230126141426,cristiana,(  )
1257,,5,533,U.B.S. POLO BASE DE GRAJAU,01670-01,,AV. HILTON NUNES,663,,RODOVIARIO,65940000,(99)988369965,(  ),TONIN_SALES@HOTMAIL.COM,20230208093244,yago,20230208093244,yago,(  )
1245,,0,475,U.B.S. INDIGENA DA  COLONIA,01658-01,,RESERVA INDIGINA DA COLONIA,,,,65950000,(99)984271466,(  ),POLOINDIGINABARRADOCORDA2022@GMAIL.COM,20230208094230,yago,20230126141133,cristiana,(  )
1240,,113,469,U.B.S. SETUBAL,01653-01,,DA CRUZ ,40,,SETUBAL,65700000,(99)984079108,(  ),EDIGLEYBRITO7@GMAIL.COM,20230208094442,yago,20230120132803,carliane,(  )
1239,,54,469,U.B.S. SAO PAULO APOSTOLO ,01652-01,,SAO PAULO APOSTOLO,,,,65700000,(99)984303655,(  ),AMANDAMAGALHAES243@GMAIL.COM,20230208094512,yago,20230120132619,carliane,(  )
1251,,0,483,U.B.S. INDIGENA ALDEIA JANUARIA,01664-01,,ALDEIA JANUARIA,,,,65380000,(98)991390405,(  ),INSTITUCIONALPOLOBASE@GMAIL.COM,20230208093924,yago,20230126143034,cristiana,(  )
1244,,0,544,U.B.S. ALDEIA BARRERINHA,01657-01,,RESERVA INDIGINA BARREIRINHA,,RES.KAUANA DE SOUSA,,65962000,(99)984271466,(  ),KAUANA.DESOUZALIMA@GMAIL.COM,20230208094250,yago,20230126140731,cristiana,(  )
1242,,0,469,U.B.S. VILA NOVA,01655-01,2458039,POVOADO VILA NOVA,,,,65700000,(99)988354398,(  ),LALAMAGALHAES@HOTMAIL.COM,20230208094314,yago,20230120152627,cristiana,(  )
1250,,0,571,U.B.S. KRIKATI,01663-01,,ALDEIA SAO JOSE,,RESP.LISANDRA,,65936000,(99)981129027,(  ),LISANDRACBATISTA@GMAIL.COM,20230208093944,yago,20230126142702,cristiana,(  )
1249,,0,484,U.B.S. ALDEIA JENIPAPO DOS RIBEIROS,01662-01,,ALDEIA JENIPAPO DOS RIBEIROS,,,,65395000,(99)85546111,(  ),ERNANE.FARAY@HOTMAIL.COM,20230208094010,yago,20230126142415,cristiana,(  )
1243,,0,520,U.B.S. ALDEIA ESCALVADO,01656-01,,RESERVA INDIGINA ESCALVADO,,,,65962000,(99)984271466,(  ),POLOINDIGINABARRADODOCORDA2022@GMAIL.COM,20230208080301,yago,20230126140158,cristiana,(  )
1247,,0,460,U.B.S. INDIGENA AUGUSTO MOREIRA GAVIAO,01660-01,,ALDEIA GOVERNADOR,,RES. ADRIANA ,,65923000,(99)984171238,(  ),POLOBASEDEAMARANTE@GMAIL.COM,20230208093725,yago,20230126141850,cristiana,(  )
1256,,113,663,U.B.S. JOAO EVANGELISTA DA SILVA ,01669-01,,PRINCIPAL ,00,,JATOBAZINHO ,65924000,(99)991970633,(  ),NADA_CPESSOA@HOTMAIL.COM,20230208093749,yago,20230131140806,carliane,(  )
1255,,113,663,U.B.S. VILA AMERICANA ,01668-01,,PEDRO LOPES,00,VILA JOAO PINTO ,,65924000,(99)984751135,(  ),,20230208093812,yago,20230131140638,carliane,(  )
1254,,54,504,U.B.S. INDIGENA AXIGUIRENDA,01667-01,,ALDEIA INDIGINA,,RESP.WANDERSON,,65288000,(98)982300917,(  ),,20230208093832,yago,20230126143926,cristiana,(  )
1253,,54,464,U.B.S. INDIGENA,01666-01,,ALDEIA ZE GURUPI,,RESP.WANDERSON,,65368000,(98)982309717,(  ),,20230208093849,yago,20230126143709,cristiana,(  )
1252,,0,483,U.B.S. INDIGENA ALDEIA AWA,01665-01,,ALDEIA AWA,,RESP.RAIMUNDO,,65380000,(98)991390405,(  ),INTITUCIONALPOLOBASE@GMAIL.COM,20230208093908,yago,20230126143334,cristiana,(  )
1248,,0,460,U.B.S. INDIGENA DE JUCARAL,01661-01,,ALDEIA JUCARAL ,,,,65923000,(99)84171238,(  ),,20230208094028,yago,20230126142045,cristiana,(  )
1241,,0,469,U.B.S. TERRA DO SOL ,01654-01,7941188,TERRA DO SOL   II QD 19,19,,,65700000,(99)981315199,(  ),AMANDA.WSS@HOTMAIL.COM,20230208094337,yago,20230120145354,cristiana,(  )
1238,,54,469,U.B.S. SAO JOSE DAS VERDADES,01651-01,,POV SA JOSE DAS VERDADES,00,,Z.RURAL,65700000,(99)984574209,(  ),ANACAVALCANTES0102@GMAIL.COM,20230208094609,yago,20230120132144,carliane,(  )
1237,,113,469,U.B.S. IRINEU A NOGUEIRA,01650-01,,NOVA ,00,,ALTO BANDEIRANTE,65700000,(99)981302240,(  ),GLENDAMARIA_1@HOTMAIL.COM,20230208094626,yago,20230120131946,carliane,(  )
1236,,113,469,U.B.S. ESPERANCA,01649-01,,10 DE NOVEMBRO,00,,ESPERANCA,65700000,(99)981456195,(  ),LUDMILLA_AMARAL@HOTMAIL.COM,20230208094647,yago,20230120131803,carliane,(  )
1235,,54,469,U.B.S. LUZIANA ,01648-01,,POV LUZIANA ,00,,,65700000,(99)981081823,(  ),NATHALYSOSAYTYRIBEIRO@GMAIL.COM,20230208094719,yago,20230120131641,carliane,(  )
1234,,54,469,U.B.S. BOM PRINCIPIO,01647-01,2460041,POVOADO BOM PRINCIPIO,,,,65700000,(99)992056309,(  ),,20230208094742,yago,20230119163619,cristiana,(  )
1233,,5,469,U.B.S. NOVO BACABAL,01646-01,3428990,RUA 12 QD 25 ,05,,VL FREI SOLANO,65700000,(99)984922974,(  ),KATIABOLIVEIRA.ENF@GMAIL.COM,20230208094805,yago,20230119163320,cristiana,(  )
1232,,9,469,U.B.S. AREAL ,01645-01,2460211,AV JOAO ALBERTO DE SOUZA ,55,,AREAL,65700000,(99)981866675,(  ),MILLABARROS59@HOTMAIL.COM,20230208094827,yago,20230119162806,cristiana,(  )
1231,,0,469,U.B.S. ALTO FRAGOSO,01644-01,2460149,POVOADO ALTO FRAGOSO,,,,65700000,(99)981233880,(  ),GOMES_IGS@HOTMAIL.COM,20230208094849,yago,20230119162355,cristiana,(  )
1230,,0,469,U.B.S. ALDEIA,01643-01,245997,POVOADO ALDEIA,,TCJPJC29@GMAIL.COM,,65700000,(99)982174774,(  ),,20230208094906,yago,20230119161113,cristiana,(  )
1229,,113,529,U.B.S. BRAZ ARAUJO PONTES ,01642-01,,SANTA LUZIA ,00,,BOCA DA MATA ,65795000,(99)984558878,(  ),DRWATHILLASANTANA@GMAIL.COM,20230208095028,yago,20230117080018,carliane,(  )
1258,,5,476,CEPAPS - CENTRO BARREIRINHENSE DE PROTECAO A SAUDE,01671-01,,R. ANTONIO DIAS,00,,CENTRO,65590000,(98)988013947,(  ),,20230214084804,yago,20230214084804,yago,(98)984359289
1260,,5,550,U.B.S. VER. FENELON CANDEIRA CALDAS,01673-01,,POV. MANGUARI,00,,Z. RURAL ,65700000,(99)981413455,(  ),MAIARAWF@HOTMAIL.COM,20230301093600,yago,20230301093600,yago,(  )
1261,,5,467,U.B.S. BAMBURRAL,01674-01,,POV. BAMBURAL ,00,,Z. RURAL,65480000,(  ),(  ),,20230303081027,yago,20230303081027,yago,(  )
1262,,5,467,U.B.S. VALEMTIM OLIVEIRA DUTRA ,01675-01,,POVOADO ,00,,Z. RURAL ,65480000,(  ),(  ),,20230303081307,yago,20230303081307,yago,(  )
1263,,5,585,U.B.S. SIMPLICIO,01676-01,,POV. SIMPLICIO ,00,,Z. RURAL ,65585000,(98)985066469,(  ),SOUSAAYALA52@GMAIL.COM,20230323085240,yago,20230323085240,yago,(  )
1264,,5,585,U.B.S. MARROCOS,01677-01,,POV. MARROCOS ,00,,Z. RURAL ,65585000,(98)999733624,(  ),,20230323085519,yago,20230323085519,yago,(  )
1259,,5,559,U.B.S. ALTO PARAISO,01672-01,3519139,SAO LUIS,0,,ALTO PARAISO,65289000,(  ),(  ),NATHANY.CUTRIM@GMAIL.COM,20230420083912,yago,20230223160458,cristiana,(98)981673894
1265,,5,659,U.B.S. BAIXAO DO MURICI,01678-01,,R. 01 ,00,,CENTRO ,65580000,(  ),(  ),,20230420085249,yago,20230420085249,yago,(  )
1266,,5,659,U.B.S. ARPOADOR,01679-01,,R. 01 ,00,,CENTRO,65580000,(  ),(  ),,20230420085325,yago,20230420085325,yago,(  )
1018,,5,548,U.B.S. MARIA DA NATIVIDADE MENDES ,01431-01,,R. JERICÓ ,00,,JARDINS SINAI ,65715000,(99)982243441,(  ),ALDALICEMARTINSLIMA@GMAIL.COM,20230510135843,thalyta,20210810080647,yago,(  )
1012,,5,548,U.B.S. UMBACA,01425-01,,POV. UMBACA,00,,Z. RURAL,65715000,(99)991004913,(  ),JAYLANEMATOSFERREIRA@GMAIL.COM,20230510135944,thalyta,20210810075551,yago,(  )
1017,,5,548,U.B.S. WALDIR FILHO,01430-01,,AV. MAURA JORGE SN,00,,WALDIR FILHO ,65715000,(99)981252024,(  ),,20230510141131,thalyta,20210810080424,yago,(  )
498,,0,548,U.B.S. CENTRO DO AGOSTINHO,00902-01,,POV. CENTRO DO AGOSTINHO,00,,Z. RURAL,65715000,(99)984730158,(  ),BATISTAOLIVEIRA547@GMAIL.COM,20230510143613,thalyta,20190219090331,hiago,(  )
1269,,5,595,U.B.S. DR° LUIS SOUSA GUIMARAES,01682-01,,R. ESTRADA MATOES,00,,ALTO GAVIAO,65460000,(  ),(  ),,20230518114630,yago,20230518114630,yago,(  )
1268,,5,495,U.B.S. LUIS OLIVEIRA DANTAS,01681-01,,R. GOV. EDSON LOBAO ,00,,VL NOVA,65968000,(  ),(  ),,20230518114717,yago,20230420090423,yago,(  )
1270,,5,535,U.B.S. POLO SANTA CLARA ,01683-01,,R. GEORDANO MOCHEL ,,,SANTA CLARA,65180000,(  ),(  ),,20230523091723,yago,20230523091723,yago,(  )
1271,,5,535,U.B.S. POLO ACHUI ,01684-01,,AV. SAO BENEDITO ,00,,ACHUI,65180000,(  ),(  ),,20230523091814,yago,20230523091814,yago,(  )
1272,,5,535,U.B.S. POLO RAMPA ,01685-01,,R. SAO SEBASTIAO ,00,,CENTRO ,65180000,(  ),(  ),,20230523092130,yago,20230523092130,yago,(  )
1273,,5,548,UNID DE SAUDE UNHA DE GATO,00298-01,,NAO IDENTIFICADO,,,,     ,(98)984609447,(  ),RAIMUNDASOUSAPRETA@GMAIL.COM,20230523142101,cristiana,20230523142101,cristiana,(  )
